world_joint/x,world_joint/y,world_joint/theta,torso_joint1,limb_right_joint1,limb_right_joint2,limb_right_joint3,limb_right_joint4,limb_right_joint5,limb_right_joint6,limb_right_joint7,hinge
0.000000,0.000000,0.000000,0.247785,2.322044,-0.754157,2.836811,0.717389,0.408805,1.497537,-0.965890,0.949881
0.000000,0.000000,0.000000,0.245568,2.325022,-0.754421,2.837694,0.719165,0.405763,1.496016,-0.963195,0.947494
0.000000,0.000000,0.000000,0.243371,2.327988,-0.754684,2.838573,0.720940,0.402750,1.494506,-0.960494,0.945107
0.000000,0.000000,0.000000,0.241182,2.330951,-0.754947,2.839451,0.722717,0.399753,1.493002,-0.957786,0.945107
0.000000,0.000000,0.000000,0.238906,2.334045,-0.755222,2.840366,0.724576,0.396636,1.491435,-0.954950,0.942721
0.000000,0.000000,0.000000,0.236771,2.336955,-0.755479,2.841226,0.726329,0.393717,1.489964,-0.952270,0.942721
0.000000,0.000000,0.000000,0.234653,2.339852,-0.755736,2.842082,0.728078,0.390822,1.488504,-0.949593,0.940334
0.000000,0.000000,0.000000,0.230461,2.345618,-0.756248,2.843786,0.731570,0.385099,1.485609,-0.944230,0.940334
0.000000,0.000000,0.000000,0.231172,2.344769,-0.754058,2.843616,0.730674,0.385499,1.488361,-0.944496,0.937947
0.000000,0.000000,0.000000,0.231895,2.343907,-0.751870,2.843442,0.729769,0.385919,1.491118,-0.944771,0.935561
0.000000,0.000000,0.000000,0.232630,2.343032,-0.749672,2.843263,0.728853,0.386354,1.493892,-0.945053,0.935561
0.000000,0.000000,0.000000,0.234894,2.340340,-0.743072,2.842709,0.726064,0.387746,1.502248,-0.945939,0.933174
0.000000,0.000000,0.000000,0.238032,2.336613,-0.734257,2.841920,0.722250,0.389792,1.513470,-0.947204,0.930788
0.000000,0.000000,0.000000,0.239680,2.334658,-0.729724,2.841494,0.720259,0.390904,1.519266,-0.947878,0.923628
0.000000,0.000000,0.000000,0.242210,2.331655,-0.723075,2.840824,0.717257,0.392719,1.527824,-0.948948,0.921241
0.000000,0.000000,0.000000,0.243912,2.329636,-0.718638,2.840364,0.715240,0.393958,1.533548,-0.949671,0.916468
0.000000,0.000000,0.000000,0.244800,2.328581,-0.716417,2.840119,0.714205,0.394638,1.536433,-0.950058,0.914081
0.000000,0.000000,0.000000,0.245684,2.327531,-0.714194,2.839873,0.713172,0.395312,1.539319,-0.950443,0.914081
0.000000,0.000000,0.000000,0.246574,2.326473,-0.711976,2.839623,0.712134,0.396001,1.542204,-0.950833,0.911695
0.000000,0.000000,0.000000,0.247480,2.325396,-0.709742,2.839367,0.711082,0.396710,1.545115,-0.951232,0.909308
0.000000,0.000000,0.000000,0.248394,2.324310,-0.707513,2.839106,0.710026,0.397434,1.548025,-0.951636,0.909308
0.000000,0.000000,0.000000,0.250233,2.322121,-0.703056,2.838575,0.707903,0.398907,1.553853,-0.952455,0.906921
0.000000,0.000000,0.000000,0.252144,2.319841,-0.698582,2.838010,0.705727,0.400500,1.559742,-0.953323,0.904535
0.000000,0.000000,0.000000,0.249988,2.322908,-0.698792,2.839074,0.707502,0.397328,1.558199,-0.950566,0.902148
0.000000,0.000000,0.000000,0.245732,2.328987,-0.699207,2.841180,0.711030,0.391069,1.555145,-0.945079,0.899761
0.000000,0.000000,0.000000,0.241619,2.334935,-0.699613,2.843247,0.714516,0.385033,1.552189,-0.939611,0.897375
0.000000,0.000000,0.000000,0.237509,2.340885,-0.700013,2.845297,0.718005,0.379008,1.549231,-0.934160,0.897375
0.000000,0.000000,0.000000,0.235515,2.343807,-0.700213,2.846300,0.719723,0.376084,1.547778,-0.931463,0.894988
0.000000,0.000000,0.000000,0.229599,2.352511,-0.700793,2.849304,0.724884,0.367435,1.543510,-0.923314,0.892601
0.000000,0.000000,0.000000,0.227544,2.355551,-0.700993,2.850343,0.726689,0.364436,1.542022,-0.920469,0.890215
0.000000,0.000000,0.000000,0.225611,2.358427,-0.701183,2.851324,0.728399,0.361613,1.540615,-0.917766,0.890215
0.000000,0.000000,0.000000,0.223693,2.361289,-0.701371,2.852299,0.730104,0.358816,1.539220,-0.915067,0.890215
0.000000,0.000000,0.000000,0.221798,2.364128,-0.701558,2.853266,0.731799,0.356053,1.537839,-0.912380,0.887828
0.000000,0.000000,0.000000,0.222693,2.363142,-0.699312,2.853024,0.730700,0.356702,1.540755,-0.912777,0.887828
0.000000,0.000000,0.000000,0.224504,2.361142,-0.694820,2.852530,0.728486,0.358036,1.546601,-0.913585,0.885442
0.000000,0.000000,0.000000,0.225445,2.360097,-0.692567,2.852267,0.727350,0.358760,1.549552,-0.914014,0.883055
0.000000,0.000000,0.000000,0.227312,2.358027,-0.688064,2.851742,0.725090,0.360188,1.555444,-0.914863,0.880668
0.000000,0.000000,0.000000,0.228282,2.356946,-0.685804,2.851462,0.723931,0.360961,1.558420,-0.915312,0.878282
0.000000,0.000000,0.000000,0.229245,2.355873,-0.683549,2.851183,0.722777,0.361727,1.561387,-0.915758,0.875895
0.000000,0.000000,0.000000,0.230219,2.354786,-0.681289,2.850898,0.721613,0.362511,1.564368,-0.916211,0.875895
0.000000,0.000000,0.000000,0.231258,2.353624,-0.678897,2.850591,0.720375,0.363356,1.567527,-0.916697,0.873508
0.000000,0.000000,0.000000,0.231238,2.353655,-0.678899,2.850602,0.720393,0.363326,1.567512,-0.916668,0.871122
0.000000,0.000000,0.000000,0.229326,2.356560,-0.679066,2.851651,0.722101,0.360452,1.566099,-0.913949,0.871122
0.000000,0.000000,0.000000,0.221888,2.367981,-0.679721,2.855793,0.728845,0.349275,1.560583,-0.903119,0.871122
0.000000,0.000000,0.000000,0.216474,2.376409,-0.680193,2.858827,0.733851,0.341157,1.556551,-0.895041,0.868735
0.000000,0.000000,0.000000,0.211189,2.384735,-0.680653,2.861813,0.738815,0.333243,1.552601,-0.886982,0.866348
0.000000,0.000000,0.000000,0.207639,2.390387,-0.680959,2.863829,0.742194,0.327937,1.549941,-0.881470,0.863962
0.000000,0.000000,0.000000,0.204247,2.395831,-0.681251,2.865760,0.745454,0.322871,1.547393,-0.876135,0.863962
0.000000,0.000000,0.000000,0.202569,2.398542,-0.681396,2.866721,0.747080,0.320367,1.546131,-0.873463,0.861575
0.000000,0.000000,0.000000,0.199257,2.403934,-0.681681,2.868632,0.750317,0.315424,1.543632,-0.868118,0.861575
0.000000,0.000000,0.000000,0.200171,2.403007,-0.679430,2.868390,0.749143,0.316063,1.546568,-0.868534,0.859189
0.000000,0.000000,0.000000,0.201097,2.402065,-0.677180,2.868142,0.747959,0.316721,1.549509,-0.868959,0.859189
0.000000,0.000000,0.000000,0.202033,2.401110,-0.674924,2.867888,0.746766,0.317396,1.552462,-0.869391,0.856802
0.000000,0.000000,0.000000,0.202975,2.400147,-0.672670,2.867630,0.745567,0.318083,1.555418,-0.869828,0.854415
0.000000,0.000000,0.000000,0.203930,2.399169,-0.670407,2.867366,0.744357,0.318788,1.558390,-0.870274,0.854415
0.000000,0.000000,0.000000,0.204890,2.398183,-0.668151,2.867098,0.743143,0.319505,1.561359,-0.870724,0.852029
0.000000,0.000000,0.000000,0.206827,2.396191,-0.663626,2.866551,0.740698,0.320964,1.567321,-0.871637,0.852029
0.000000,0.000000,0.000000,0.207830,2.395151,-0.661354,2.866260,0.739446,0.321751,1.570331,-0.872118,0.847255
0.000000,0.000000,0.000000,0.208884,2.394059,-0.658959,2.865953,0.738129,0.322574,1.573505,-0.872622,0.847255
0.000000,0.000000,0.000000,0.209892,2.393011,-0.656685,2.865656,0.736871,0.323372,1.576522,-0.873107,0.844869
0.000000,0.000000,0.000000,0.210908,2.391954,-0.654414,2.865354,0.735607,0.324184,1.579542,-0.873598,0.842482
0.000000,0.000000,0.000000,0.211934,2.390883,-0.652138,2.865045,0.734334,0.325014,1.582574,-0.874097,0.842482
0.000000,0.000000,0.000000,0.212966,2.389803,-0.649867,2.864731,0.733058,0.325857,1.585604,-0.874601,0.840095
0.000000,0.000000,0.000000,0.214010,2.388708,-0.647587,2.864410,0.731769,0.326719,1.588652,-0.875113,0.837709
0.000000,0.000000,0.000000,0.215062,2.387601,-0.645308,2.864083,0.730474,0.327597,1.591705,-0.875631,0.837709
0.000000,0.000000,0.000000,0.216125,2.386481,-0.643024,2.863750,0.729169,0.328494,1.594769,-0.876157,0.835322
0.000000,0.000000,0.000000,0.216101,2.386521,-0.643025,2.863766,0.729193,0.328455,1.594750,-0.876117,0.832936
0.000000,0.000000,0.000000,0.214426,2.389307,-0.643134,2.864850,0.730826,0.325815,1.593450,-0.873413,0.832936
0.000000,0.000000,0.000000,0.212779,2.392065,-0.643241,2.865923,0.732445,0.323217,1.592168,-0.870722,0.832936
0.000000,0.000000,0.000000,0.209529,2.397546,-0.643450,2.868055,0.735668,0.318092,1.589631,-0.865339,0.832936
0.000000,0.000000,0.000000,0.207912,2.400285,-0.643553,2.869115,0.737280,0.315543,1.588368,-0.862646,0.832936
0.000000,0.000000,0.000000,0.208958,2.399209,-0.641269,2.868794,0.735969,0.316397,1.591424,-0.863162,0.830549
0.000000,0.000000,0.000000,0.212172,2.395875,-0.634404,2.867789,0.731977,0.319089,1.600649,-0.864764,0.830549
0.000000,0.000000,0.000000,0.214361,2.393591,-0.629811,2.867085,0.729273,0.320968,1.606849,-0.865866,0.825776
0.000000,0.000000,0.000000,0.215462,2.392439,-0.627517,2.866724,0.727915,0.321925,1.609952,-0.866423,0.823389
0.000000,0.000000,0.000000,0.216580,2.391264,-0.625214,2.866353,0.726542,0.322910,1.613076,-0.866992,0.821002
0.000000,0.000000,0.000000,0.217772,2.390008,-0.622778,2.865954,0.725082,0.323970,1.616387,-0.867601,0.818616
0.000000,0.000000,0.000000,0.218907,2.388807,-0.620476,2.865568,0.723694,0.324991,1.619522,-0.868185,0.818616
0.000000,0.000000,0.000000,0.220054,2.387590,-0.618168,2.865175,0.722296,0.326032,1.622673,-0.868776,0.816229
0.000000,0.000000,0.000000,0.221209,2.386362,-0.615861,2.864774,0.720893,0.327090,1.625826,-0.869373,0.813842
0.000000,0.000000,0.000000,0.223555,2.383851,-0.611237,2.863948,0.718054,0.329275,1.632170,-0.870595,0.813842
0.000000,0.000000,0.000000,0.224735,2.382585,-0.608921,2.863526,0.716627,0.330385,1.635353,-0.871212,0.809069
0.000000,0.000000,0.000000,0.225929,2.381300,-0.606606,2.863093,0.715190,0.331522,1.638543,-0.871839,0.809069
0.000000,0.000000,0.000000,0.227134,2.379997,-0.604284,2.862650,0.713743,0.332681,1.641749,-0.872475,0.806683
0.000000,0.000000,0.000000,0.228348,2.378681,-0.601965,2.862200,0.712289,0.333859,1.644959,-0.873117,0.804296
0.000000,0.000000,0.000000,0.226712,2.381515,-0.602030,2.863419,0.713911,0.331107,1.643635,-0.870396,0.804296
0.000000,0.000000,0.000000,0.225105,2.384317,-0.602093,2.864622,0.715517,0.328404,1.642331,-0.867691,0.801909
0.000000,0.000000,0.000000,0.223505,2.387120,-0.602154,2.865825,0.717127,0.325712,1.641030,-0.864975,0.801909
0.000000,0.000000,0.000000,0.221920,2.389910,-0.602213,2.867019,0.718731,0.323046,1.639739,-0.862263,0.801909
0.000000,0.000000,0.000000,0.223124,2.388627,-0.599884,2.866579,0.717264,0.324189,1.642956,-0.862900,0.801909
0.000000,0.000000,0.000000,0.228074,2.383302,-0.590529,2.864727,0.711273,0.328985,1.655952,-0.865598,0.799523
0.000000,0.000000,0.000000,0.233186,2.377703,-0.581139,2.862732,0.705171,0.334188,1.669111,-0.868313,0.794749
0.000000,0.000000,0.000000,0.234560,2.376194,-0.578648,2.862176,0.703535,0.335606,1.672618,-0.869063,0.787589
0.000000,0.000000,0.000000,0.237205,2.373265,-0.573931,2.861083,0.700400,0.338381,1.679291,-0.870537,0.785203
0.000000,0.000000,0.000000,0.238536,2.371787,-0.571569,2.860525,0.698827,0.339795,1.682638,-0.871271,0.782816
0.000000,0.000000,0.000000,0.239881,2.370285,-0.569207,2.859952,0.697243,0.341240,1.685997,-0.872020,0.780430
0.000000,0.000000,0.000000,0.241239,2.368764,-0.566839,2.859367,0.695648,0.342712,1.689372,-0.872779,0.780430
0.000000,0.000000,0.000000,0.242606,2.367227,-0.564472,2.858771,0.694047,0.344207,1.692754,-0.873546,0.778043
0.000000,0.000000,0.000000,0.243984,2.365672,-0.562103,2.858164,0.692438,0.345727,1.696146,-0.874321,0.775656
0.000000,0.000000,0.000000,0.245375,2.364095,-0.559727,2.857543,0.690817,0.347277,1.699556,-0.875106,0.775656
0.000000,0.000000,0.000000,0.246775,2.362504,-0.557352,2.856911,0.689190,0.348850,1.702972,-0.875898,0.773270
0.000000,0.000000,0.000000,0.248182,2.360901,-0.554974,2.856270,0.687559,0.350442,1.706398,-0.876692,0.770883
0.000000,0.000000,0.000000,0.249607,2.359269,-0.552590,2.855611,0.685913,0.352073,1.709843,-0.877504,0.770883
0.000000,0.000000,0.000000,0.252496,2.355937,-0.547817,2.854252,0.682588,0.355419,1.716771,-0.879171,0.768496
0.000000,0.000000,0.000000,0.253947,2.354259,-0.545432,2.853558,0.680926,0.357121,1.720240,-0.879999,0.766110
0.000000,0.000000,0.000000,0.255419,2.352547,-0.543036,2.852844,0.679245,0.358866,1.723737,-0.880848,0.763723
0.000000,0.000000,0.000000,0.256900,2.350818,-0.540642,2.852116,0.677559,0.360639,1.727240,-0.881705,0.761337
0.000000,0.000000,0.000000,0.258395,2.349066,-0.538242,2.851373,0.675862,0.362444,1.730761,-0.882572,0.761337
0.000000,0.000000,0.000000,0.259900,2.347296,-0.535843,2.850615,0.674160,0.364277,1.734288,-0.883447,0.758950
0.000000,0.000000,0.000000,0.260000,2.347174,-0.535693,2.850562,0.674048,0.364404,1.734514,-0.883511,0.756563
0.000000,0.000000,0.000000,0.263053,2.343561,-0.530880,2.849000,0.670609,0.368166,1.741620,-0.885304,0.756563
0.000000,0.000000,0.000000,0.266156,2.339838,-0.526059,2.847378,0.667162,0.372119,1.748779,-0.887040,0.754177
0.000000,0.000000,0.000000,0.269306,2.336052,-0.521226,2.845684,0.663661,0.376143,1.755988,-0.888911,0.749403
0.000000,0.000000,0.000000,0.270893,2.334137,-0.518806,2.844815,0.661909,0.378198,1.759606,-0.889845,0.747017
0.000000,0.000000,0.000000,0.272503,2.332183,-0.516376,2.843919,0.660137,0.380306,1.763253,-0.890803,0.744630
0.000000,0.000000,0.000000,0.275767,2.328193,-0.511511,2.842071,0.656563,0.384632,1.770593,-0.892770,0.744630
0.000000,0.000000,0.000000,0.277407,2.326184,-0.509077,2.841126,0.654779,0.386833,1.774269,-0.893746,0.739857
0.000000,0.000000,0.000000,0.280752,2.322026,-0.504195,2.839163,0.651186,0.391445,1.781695,-0.895684,0.739857
0.000000,0.000000,0.000000,0.282436,2.319938,-0.501746,2.838154,0.649378,0.393767,1.785423,-0.896693,0.735084
0.000000,0.000000,0.000000,0.285866,2.315645,-0.496835,2.836057,0.645713,0.398565,1.792950,-0.898793,0.732697
0.000000,0.000000,0.000000,0.287694,2.313352,-0.494228,2.834918,0.643777,0.401155,1.796949,-0.899898,0.730310
0.000000,0.000000,0.000000,0.289445,2.311143,-0.491759,2.833810,0.641933,0.403665,1.800753,-0.900966,0.727924
0.000000,0.000000,0.000000,0.291209,2.308907,-0.489287,2.832678,0.640084,0.406216,1.804572,-0.902045,0.727924
0.000000,0.000000,0.000000,0.294781,2.304355,-0.484330,2.830340,0.636368,0.411454,1.812258,-0.904238,0.725537
0.000000,0.000000,0.000000,0.296597,2.302004,-0.481849,2.829127,0.634520,0.414209,1.816130,-0.905282,0.723150
0.000000,0.000000,0.000000,0.298416,2.299669,-0.479356,2.827900,0.632654,0.416932,1.820013,-0.906397,0.720764
0.000000,0.000000,0.000000,0.300254,2.297295,-0.476863,2.826639,0.630779,0.419713,1.823912,-0.907534,0.718377
0.000000,0.000000,0.000000,0.302113,2.294885,-0.474358,2.825347,0.628894,0.422553,1.827840,-0.908688,0.718377
0.000000,0.000000,0.000000,0.303983,2.292451,-0.471854,2.824029,0.627009,0.425435,1.831776,-0.909851,0.715990
0.000000,0.000000,0.000000,0.307794,2.287457,-0.466818,2.821293,0.623197,0.431379,1.839738,-0.912254,0.713604
0.000000,0.000000,0.000000,0.309714,2.284913,-0.464300,2.819886,0.621325,0.434471,1.843726,-0.913376,0.711217
0.000000,0.000000,0.000000,0.311644,2.282370,-0.461771,2.818453,0.619433,0.437550,1.847729,-0.914578,0.708831
0.000000,0.000000,0.000000,0.313604,2.279773,-0.459230,2.816974,0.617526,0.440711,1.851770,-0.915811,0.708831
0.000000,0.000000,0.000000,0.315553,2.277179,-0.456719,2.815482,0.615647,0.443890,1.855772,-0.917030,0.706444
0.000000,0.000000,0.000000,0.317523,2.274548,-0.454197,2.813953,0.613763,0.447133,1.859801,-0.918265,0.704057
0.000000,0.000000,0.000000,0.319504,2.271893,-0.451675,2.812393,0.611883,0.450423,1.863835,-0.919510,0.704057
0.000000,0.000000,0.000000,0.323528,2.266467,-0.446610,2.809172,0.608109,0.457190,1.871977,-0.922043,0.701671
0.000000,0.000000,0.000000,0.325571,2.263701,-0.444055,2.807494,0.606222,0.460677,1.876088,-0.923336,0.699284
0.000000,0.000000,0.000000,0.327629,2.260907,-0.441499,2.805780,0.604340,0.464220,1.880210,-0.924640,0.696897
0.000000,0.000000,0.000000,0.329702,2.258085,-0.438939,2.804029,0.602465,0.467820,1.884343,-0.925957,0.694511
0.000000,0.000000,0.000000,0.329823,2.257921,-0.438790,2.803926,0.602356,0.468032,1.884583,-0.926034,0.694511
0.000000,0.000000,0.000000,0.334047,2.252132,-0.433628,2.800292,0.598585,0.475468,1.892953,-0.928723,0.694511
0.000000,0.000000,0.000000,0.336185,2.249194,-0.431032,2.798404,0.596714,0.479286,1.897162,-0.930091,0.689737
0.000000,0.000000,0.000000,0.338334,2.246233,-0.428438,2.796478,0.594857,0.483157,1.901374,-0.931469,0.689737
0.000000,0.000000,0.000000,0.340521,2.243211,-0.425812,2.794489,0.592990,0.487133,1.905643,-0.932875,0.687351
0.000000,0.000000,0.000000,0.342718,2.240169,-0.423189,2.792461,0.591140,0.491162,1.909910,-0.934291,0.684964
0.000000,0.000000,0.000000,0.344728,2.236554,-0.423149,2.789756,0.589699,0.495878,1.911769,-0.937324,0.684964
0.000000,0.000000,0.000000,0.346767,2.232918,-0.423095,2.787024,0.588279,0.500655,1.913642,-0.940353,0.684964
0.000000,0.000000,0.000000,0.348847,2.229234,-0.423028,2.784241,0.586866,0.505524,1.915541,-0.943413,0.682578
0.000000,0.000000,0.000000,0.350948,2.225538,-0.422948,2.781435,0.585475,0.510434,1.917448,-0.946473,0.682578
0.000000,0.000000,0.000000,0.353088,2.221803,-0.422853,2.778586,0.584101,0.515432,1.919378,-0.949544,0.682578
0.000000,0.000000,0.000000,0.355244,2.218060,-0.422744,2.775713,0.582749,0.520462,1.921312,-0.952625,0.682578
0.000000,0.000000,0.000000,0.359759,2.210290,-0.422490,2.769718,0.580011,0.530981,1.925334,-0.958977,0.682578
0.000000,0.000000,0.000000,0.362003,2.206475,-0.422334,2.766736,0.578724,0.536199,1.927311,-0.962092,0.680191
0.000000,0.000000,0.000000,0.364277,2.202635,-0.422163,2.763716,0.577462,0.541482,1.929303,-0.965219,0.680191
0.000000,0.000000,0.000000,0.366694,2.199261,-0.419386,2.761294,0.575851,0.546141,1.933715,-0.966788,0.680191
0.000000,0.000000,0.000000,0.371621,2.192357,-0.413781,2.756264,0.572658,0.555752,1.942643,-0.969995,0.677804
0.000000,0.000000,0.000000,0.376634,2.185323,-0.408128,2.750980,0.569565,0.565693,1.951636,-0.973281,0.675418
0.000000,0.000000,0.000000,0.381771,2.178110,-0.402379,2.745389,0.566566,0.576048,1.960760,-0.976673,0.673031
0.000000,0.000000,0.000000,0.384388,2.174447,-0.399456,2.742454,0.565122,0.581389,1.965372,-0.978417,0.668258
0.000000,0.000000,0.000000,0.384540,2.174234,-0.399286,2.742280,0.565040,0.581702,1.965640,-0.978519,0.668258
0.000000,0.000000,0.000000,0.387169,2.170557,-0.396359,2.739279,0.563640,0.587114,1.970248,-0.980279,0.668258
0.000000,0.000000,0.000000,0.389843,2.166820,-0.393392,2.736176,0.562267,0.592660,1.974910,-0.982076,0.665871
0.000000,0.000000,0.000000,0.392537,2.163059,-0.390411,2.732996,0.560937,0.598292,1.979583,-0.983896,0.663484
0.000000,0.000000,0.000000,0.395264,2.159258,-0.387402,2.729723,0.559645,0.604035,1.984288,-0.985746,0.663484
0.000000,0.000000,0.000000,0.400809,2.151522,-0.381329,2.722934,0.557156,0.615839,1.993784,-0.989526,0.661098
0.000000,0.000000,0.000000,0.403646,2.147593,-0.378218,2.719349,0.555995,0.621946,1.998602,-0.991482,0.658711
0.000000,0.000000,0.000000,0.406485,2.143674,-0.375110,2.715698,0.554897,0.628101,2.003397,-0.993451,0.656325
0.000000,0.000000,0.000000,0.409379,2.139692,-0.371946,2.711912,0.553846,0.634418,2.008259,-0.995469,0.653938
0.000000,0.000000,0.000000,0.406840,2.143628,-0.372390,2.716034,0.554412,0.628087,2.006086,-0.992101,0.653938
0.000000,0.000000,0.000000,0.409413,2.139614,-0.371967,2.711882,0.553794,0.634508,2.008299,-0.995501,0.653938
0.000000,0.000000,0.000000,0.417310,2.127475,-0.370623,2.699179,0.552149,0.654136,2.015028,-1.005747,0.653938
0.000000,0.000000,0.000000,0.422773,2.119327,-0.369559,2.690326,0.551388,0.667625,2.019590,-1.012733,0.651551
0.000000,0.000000,0.000000,0.428479,2.111008,-0.368362,2.681033,0.550872,0.681645,2.024293,-1.019942,0.651551
0.000000,0.000000,0.000000,0.431347,2.106919,-0.367713,2.676325,0.550746,0.688660,2.026628,-1.023543,0.649165
0.000000,0.000000,0.000000,0.434242,2.102841,-0.367036,2.671556,0.550690,0.695724,2.028971,-1.027159,0.649165
0.000000,0.000000,0.000000,0.437175,2.098763,-0.366331,2.666708,0.550704,0.702862,2.031332,-1.030804,0.649165
0.000000,0.000000,0.000000,0.440347,2.094677,-0.362893,2.662095,0.550427,0.709910,2.036296,-1.033133,0.646778
0.000000,0.000000,0.000000,0.443557,2.090576,-0.359415,2.657338,0.550232,0.717080,2.041299,-1.035509,0.646778
0.000000,0.000000,0.000000,0.446772,2.086508,-0.355930,2.652483,0.550125,0.724295,2.046289,-1.037910,0.644391
0.000000,0.000000,0.000000,0.450058,2.082393,-0.352368,2.647428,0.550105,0.731702,2.051368,-1.040384,0.642005
0.000000,0.000000,0.000000,0.453333,2.078335,-0.348816,2.642291,0.550178,0.739117,2.056410,-1.042872,0.642005
0.000000,0.000000,0.000000,0.460053,2.070097,-0.341570,2.631531,0.550551,0.754412,2.066696,-1.048024,0.639618
0.000000,0.000000,0.000000,0.463464,2.066028,-0.337861,2.625864,0.550923,0.762224,2.071893,-1.050689,0.637232
0.000000,0.000000,0.000000,0.466883,2.062011,-0.334142,2.620076,0.551398,0.770075,2.077084,-1.053386,0.634845
0.000000,0.000000,0.000000,0.467083,2.061780,-0.333922,2.619731,0.551430,0.770535,2.077387,-1.053545,0.632458
0.000000,0.000000,0.000000,0.474081,2.053685,-0.326352,2.607618,0.552656,0.786670,2.087961,-1.059124,0.632458
0.000000,0.000000,0.000000,0.477628,2.049729,-0.322480,2.601246,0.553476,0.794879,2.093302,-1.062009,0.630072
0.000000,0.000000,0.000000,0.481195,2.045829,-0.318582,2.594711,0.554410,0.803150,2.098662,-1.064940,0.627685
0.000000,0.000000,0.000000,0.484795,2.041974,-0.314643,2.587984,0.555463,0.811512,2.104063,-1.067930,0.627685
0.000000,0.000000,0.000000,0.488426,2.038174,-0.310666,2.581066,0.556637,0.819954,2.109502,-1.070977,0.625298
0.000000,0.000000,0.000000,0.492102,2.034418,-0.306634,2.573922,0.557938,0.828510,2.115002,-1.074095,0.622912
0.000000,0.000000,0.000000,0.495797,2.030742,-0.302579,2.566601,0.559360,0.837111,2.120526,-1.077262,0.622912
0.000000,0.000000,0.000000,0.499520,2.027138,-0.298488,2.559075,0.560907,0.845781,2.126090,-1.080489,0.620525
0.000000,0.000000,0.000000,0.502802,2.024040,-0.297319,2.551861,0.562685,0.853798,2.128775,-1.084756,0.620525
0.000000,0.000000,0.000000,0.509495,2.017930,-0.294940,2.537096,0.566479,0.870013,2.134255,-1.093412,0.618138
0.000000,0.000000,0.000000,0.512879,2.015021,-0.293706,2.529510,0.568545,0.878141,2.137028,-1.097799,0.618138
0.000000,0.000000,0.000000,0.527016,2.003433,-0.288716,2.497849,0.577559,0.911608,2.148674,-1.115891,0.615752
0.000000,0.000000,0.000000,0.530907,2.000558,-0.284502,2.489064,0.580023,0.920417,2.154455,-1.119512,0.613365
0.000000,0.000000,0.000000,0.538699,1.995069,-0.276124,2.471075,0.585174,0.938053,2.166042,-1.126887,0.610979
0.000000,0.000000,0.000000,0.542908,1.992470,-0.271695,2.461131,0.588189,0.947314,2.172399,-1.130768,0.608592
0.000000,0.000000,0.000000,0.546873,1.990143,-0.267432,2.451413,0.591114,0.956211,2.178385,-1.134605,0.606205
0.000000,0.000000,0.000000,0.550871,1.987962,-0.263145,2.441413,0.594164,0.965154,2.184449,-1.138511,0.606205
0.000000,0.000000,0.000000,0.554873,1.985948,-0.258863,2.431195,0.597314,0.974078,2.190552,-1.142457,0.603819
0.000000,0.000000,0.000000,0.558880,1.984108,-0.254590,2.420752,0.600565,0.982980,2.196698,-1.146445,0.603819
0.000000,0.000000,0.000000,0.563198,1.982353,-0.250110,2.409431,0.604156,0.992310,2.203402,-1.150648,0.601432
0.000000,0.000000,0.000000,0.563435,1.982266,-0.249858,2.408788,0.604359,0.992832,2.203772,-1.150886,0.599045
0.000000,0.000000,0.000000,0.567488,1.980799,-0.245567,2.397753,0.607841,1.001758,2.210074,-1.154998,0.599045
0.000000,0.000000,0.000000,0.571541,1.979530,-0.241291,2.386484,0.611415,1.010644,2.216422,-1.159146,0.599045
0.000000,0.000000,0.000000,0.575620,1.978457,-0.237006,2.374902,0.615100,1.019544,2.222859,-1.163357,0.596659
0.000000,0.000000,0.000000,0.579725,1.977592,-0.232712,2.362996,0.618895,1.028454,2.229388,-1.167632,0.594272
0.000000,0.000000,0.000000,0.583238,1.977204,-0.231491,2.352538,0.622491,1.036214,2.232776,-1.172497,0.594272
0.000000,0.000000,0.000000,0.590360,1.976725,-0.229094,2.331156,0.629880,1.051789,2.239732,-1.182330,0.594272
0.000000,0.000000,0.000000,0.593927,1.976787,-0.227905,2.320148,0.633688,1.059537,2.243286,-1.187279,0.591885
0.000000,0.000000,0.000000,0.601170,1.977250,-0.225576,2.297573,0.641519,1.075118,2.250604,-1.197301,0.589499
0.000000,0.000000,0.000000,0.605011,1.977856,-0.224359,2.285223,0.645790,1.083336,2.254576,-1.202648,0.589499
0.000000,0.000000,0.000000,0.608634,1.978620,-0.223231,2.273383,0.649877,1.091054,2.258377,-1.207701,0.587112
0.000000,0.000000,0.000000,0.619735,1.981573,-0.220001,2.236721,0.662543,1.114389,2.270255,-1.223106,0.587112
0.000000,0.000000,0.000000,0.623396,1.983168,-0.218954,2.223895,0.666906,1.122078,2.274339,-1.228262,0.584726
0.000000,0.000000,0.000000,0.627044,1.984987,-0.217935,2.210863,0.671318,1.129719,2.278477,-1.233419,0.582339
0.000000,0.000000,0.000000,0.631167,1.987095,-0.214017,2.195572,0.675989,1.138065,2.285969,-1.238040,0.582339
0.000000,0.000000,0.000000,0.639457,1.992099,-0.206292,2.163921,0.685531,1.154663,2.301278,-1.247439,0.579952
0.000000,0.000000,0.000000,0.643501,1.995378,-0.202457,2.147364,0.690383,1.162746,2.309057,-1.252145,0.577566
0.000000,0.000000,0.000000,0.647489,1.999069,-0.198667,2.130449,0.695262,1.170676,2.316890,-1.256851,0.575179
