world_joint/x,world_joint/y,world_joint/z,world_joint/yaw,world_joint/pitch,world_joint/roll,torso_joint1,limb_right_joint1,limb_right_joint2,limb_right_joint3,limb_right_joint4,limb_right_joint5,limb_right_joint6,limb_right_joint7,hinge
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.199257,2.403934,-0.681681,2.868632,0.750317,0.315424,1.543632,-2.438914,0.861575
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.200171,2.403007,-0.679430,2.868390,0.749143,0.316063,1.546568,-2.439330,0.859189
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.201097,2.402065,-0.677180,2.868142,0.747959,0.316721,1.549509,-2.439755,0.859189
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.202033,2.401110,-0.674924,2.867888,0.746766,0.317396,1.552462,-2.440187,0.856802
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.202975,2.400147,-0.672670,2.867630,0.745567,0.318083,1.555418,-2.440624,0.854415
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.203930,2.399169,-0.670407,2.867366,0.744357,0.318788,1.558390,-2.441070,0.854415
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.204890,2.398183,-0.668151,2.867098,0.743143,0.319505,1.561359,-2.441520,0.852029
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.206827,2.396191,-0.663626,2.866551,0.740698,0.320964,1.567321,-2.442433,0.852029
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.207830,2.395151,-0.661354,2.866260,0.739446,0.321751,1.570331,-2.442914,0.847255
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.208884,2.394059,-0.658959,2.865953,0.738129,0.322574,1.573505,-2.443418,0.847255
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.209892,2.393011,-0.656685,2.865656,0.736871,0.323372,1.576522,-2.443903,0.844869
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.210908,2.391954,-0.654414,2.865354,0.735607,0.324184,1.579542,-2.444394,0.842482
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.211934,2.390883,-0.652138,2.865045,0.734334,0.325014,1.582574,-2.444893,0.842482
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.212966,2.389803,-0.649867,2.864731,0.733058,0.325857,1.585604,-2.445397,0.840095
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.214010,2.388708,-0.647587,2.864410,0.731769,0.326719,1.588652,-2.445909,0.837709
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.215062,2.387601,-0.645308,2.864083,0.730474,0.327597,1.591705,-2.446427,0.837709
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.216125,2.386481,-0.643024,2.863750,0.729169,0.328494,1.594769,-2.446953,0.835322
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.216101,2.386521,-0.643025,2.863766,0.729193,0.328455,1.594750,-2.446913,0.832936
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.214426,2.389307,-0.643134,2.864850,0.730826,0.325815,1.593450,-2.444209,0.832936
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.212779,2.392065,-0.643241,2.865923,0.732445,0.323217,1.592168,-2.441518,0.832936
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.209529,2.397546,-0.643450,2.868055,0.735668,0.318092,1.589631,-2.436135,0.832936
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.207912,2.400285,-0.643553,2.869115,0.737280,0.315543,1.588368,-2.433442,0.832936
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.208958,2.399209,-0.641269,2.868794,0.735969,0.316397,1.591424,-2.433958,0.830549
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.212172,2.395875,-0.634404,2.867789,0.731977,0.319089,1.600649,-2.435560,0.830549
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.214361,2.393591,-0.629811,2.867085,0.729273,0.320968,1.606849,-2.436662,0.825776
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.215462,2.392439,-0.627517,2.866724,0.727915,0.321925,1.609952,-2.437219,0.823389
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.216580,2.391264,-0.625214,2.866353,0.726542,0.322910,1.613076,-2.437788,0.821002
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.217772,2.390008,-0.622778,2.865954,0.725082,0.323970,1.616387,-2.438397,0.818616
